    0.13012E+03    0.13216E+01
    0.13038E+03    0.13265E+01
    0.13062E+03    0.12205E+01
    0.13088E+03    0.89095E+00
    0.13112E+03    0.10061E+01
    0.13138E+03    0.12344E+01
    0.13162E+03    0.11265E+01
    0.13188E+03    0.67857E+00
    0.13212E+03    0.11354E+01
    0.13238E+03    0.10259E+01
    0.13262E+03    0.57224E+00
    0.13288E+03    0.10342E+01
    0.13312E+03    0.11538E+01
    0.13338E+03    0.10427E+01
    0.13362E+03    0.69800E+00
    0.13388E+03    0.93456E+00
    0.13412E+03    0.93851E+00
    0.13438E+03    0.11781E+01
    0.13462E+03    0.16565E+01
    0.13488E+03    0.83183E+00
    0.13512E+03    0.13129E+01
    0.13538E+03    0.71927E+00
    0.13562E+03    0.16858E+01
    0.13588E+03    0.12095E+01
    0.13612E+03    0.85050E+00
    0.13638E+03    0.97645E+00
    0.13662E+03    0.14714E+01
    0.13688E+03    0.73913E+00
    0.13712E+03    0.49506E+00
    0.13738E+03    0.49741E+00
    0.13762E+03    0.37484E+00
    0.13788E+03    0.62773E+00
    0.13812E+03    0.15139E+01
    0.13838E+03    0.12677E+01
    0.13862E+03    0.10192E+01
    0.13888E+03    0.76822E+00
    0.13912E+03    0.10295E+01
    0.13938E+03    0.16814E+01
    0.13962E+03    0.77998E+00
    0.13988E+03    0.91468E+00
    0.14012E+03    0.78810E+00
    0.14038E+03    0.15845E+01
    0.14062E+03    0.11947E+01
    0.14088E+03    0.16014E+01
    0.14112E+03    0.93922E+00
    0.14138E+03    0.13491E+01
    0.14162E+03    0.94953E+00
    0.14188E+03    0.68200E+00
    0.14212E+03    0.82298E+00
    0.14238E+03    0.12415E+01
    0.14262E+03    0.12485E+01
    0.14288E+03    0.41857E+00
    0.14312E+03    0.11227E+01
    0.14338E+03    0.12704E+01
    0.14362E+03    0.11359E+01
    0.14388E+03    0.14284E+01
    0.14412E+03    0.11496E+01
    0.14438E+03    0.57829E+00
    0.14462E+03    0.16001E+01
    0.14488E+03    0.19027E+01
    0.14512E+03    0.88365E+00
    0.14538E+03    0.13338E+01
    0.14562E+03    0.10440E+01
    0.14588E+03    0.21015E+01
    0.14612E+03    0.90649E+00
    0.14638E+03    0.13686E+01
    0.14662E+03    0.18369E+01
    0.14688E+03    0.15410E+01
    0.14712E+03    0.17065E+01
    0.14738E+03    0.10934E+01
    0.14762E+03    0.17299E+01
    0.14788E+03    0.17420E+01
    0.14812E+03    0.11163E+01
    0.14838E+03    0.20878E+01
    0.14862E+03    0.21027E+01
    0.14888E+03    0.17920E+01
    0.14912E+03    0.18051E+01
    0.14938E+03    0.23143E+01
    0.14962E+03    0.14988E+01
    0.14988E+03    0.16779E+01
    0.15012E+03    0.23668E+01
    0.15038E+03    0.17036E+01
    0.15062E+03    0.25751E+01
    0.15088E+03    0.29413E+01
    0.15112E+03    0.17438E+01
    0.15138E+03    0.19336E+01
    0.15162E+03    0.19492E+01
    0.15188E+03    0.28582E+01
    0.15212E+03    0.72045E+00
    0.15238E+03    0.21793E+01
    0.15262E+03    0.34797E+01
    0.15288E+03    0.24011E+01
    0.15312E+03    0.31669E+01
    0.15338E+03    0.24428E+01
    0.15362E+03    0.28434E+01
    0.15388E+03    0.24862E+01
    0.15412E+03    0.38592E+01
    0.15438E+03    0.33102E+01
    0.15462E+03    0.13755E+01
    0.15488E+03    0.29750E+01
    0.15512E+03    0.32031E+01
    0.15538E+03    0.26273E+01
    0.15562E+03    0.36728E+01
    0.15588E+03    0.26784E+01
    0.15612E+03    0.31209E+01
    0.15638E+03    0.35723E+01
    0.15662E+03    0.31838E+01
    0.15688E+03    0.45028E+01
    0.15712E+03    0.23830E+01
    0.15738E+03    0.32835E+01
    0.15762E+03    0.24334E+01
    0.15788E+03    0.53662E+01
    0.15812E+03    0.31643E+01
    0.15838E+03    0.45701E+01
    0.15862E+03    0.41589E+01
    0.15888E+03    0.37385E+01
    0.15912E+03    0.37812E+01
    0.15938E+03    0.35860E+01
    0.15962E+03    0.53212E+01
    0.15988E+03    0.44055E+01
    0.16012E+03    0.66879E+01
    0.16038E+03    0.57668E+01
    0.16062E+03    0.50768E+01
    0.16088E+03    0.61687E+01
    0.16112E+03    0.46855E+01
    0.16138E+03    0.42188E+01
    0.16162E+03    0.56099E+01
    0.16188E+03    0.48725E+01
    0.16212E+03    0.46640E+01
    0.16238E+03    0.86217E+01
    0.16262E+03    0.50759E+01
    0.16288E+03    0.40038E+01
    0.16312E+03    0.43514E+01
    0.16338E+03    0.61810E+01
    0.16362E+03    0.41818E+01
    0.16388E+03    0.78834E+01
    0.16412E+03    0.46178E+01
    0.16438E+03    0.34392E+01
    0.16462E+03    0.44466E+01
    0.16488E+03    0.54865E+01
    0.16512E+03    0.72168E+01
    0.16538E+03    0.56698E+01
    0.16562E+03    0.54271E+01
    0.16588E+03    0.62113E+01
    0.16612E+03    0.63209E+01
    0.16638E+03    0.89370E+01
    0.16662E+03    0.58246E+01
    0.16688E+03    0.55627E+01
    0.16712E+03    0.94481E+01
    0.16738E+03    0.50087E+01
    0.16762E+03    0.23576E+01
    0.16788E+03    0.88202E+01
    0.16812E+03    0.73662E+01
    0.16838E+03    0.75223E+01
    0.16862E+03    0.85393E+01
    0.16888E+03    0.87287E+01
    0.16912E+03    0.53561E+01
    0.16938E+03    0.63941E+01
    0.16962E+03    0.74816E+01
    0.16988E+03    0.38322E+01
    0.17012E+03    0.78564E+01
    0.17038E+03    0.10073E+02
    0.17062E+03    0.87883E+01
    0.17088E+03    0.69030E+01
    0.17112E+03    0.87333E+01
    0.17138E+03    0.10669E+02
    0.17162E+03    0.12141E+02
    0.17188E+03    0.89374E+01
    0.17212E+03    0.73754E+01
    0.17238E+03    0.50772E+01
    0.17262E+03    0.85285E+01
    0.17288E+03    0.14258E+02
    0.17312E+03    0.70349E+01
    0.17338E+03    0.80291E+01
    0.17362E+03    0.53089E+01
    0.17388E+03    0.78924E+01
    0.17412E+03    0.57589E+01
    0.17438E+03    0.42957E+01
    0.17462E+03    0.89898E+01
    0.17488E+03    0.84843E+01
    0.17512E+03    0.13873E+02
    0.17538E+03    0.93992E+01
    0.17562E+03    0.55195E+01
    0.17588E+03    0.10536E+02
    0.17612E+03    0.12461E+02
    0.17638E+03    0.39957E+01
    0.17662E+03    0.57217E+01
    0.17688E+03    0.46342E+01
    0.17712E+03    0.67158E+01
    0.17738E+03    0.20226E+02
    0.17762E+03    0.10161E+02
    0.17788E+03    0.45422E+01
    0.17812E+03    0.10295E+02
    0.17838E+03    0.29696E+01
    0.17862E+03    0.35094E+01
    0.17888E+03    0.85782E+01
    0.17912E+03    0.00000E+00
    0.17938E+03    0.77200E+01
    0.17962E+03    0.00000E+00
    0.17988E+03    0.00000E+00
